SampleLabel,Time,7Li,26Mg,27Al,29Si,31P,43Ca,45Sc,48Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,88Sr,89Y,90Zr
GCB 1AHT ol1,33698,400.006,38652.219,25021.894,31033.672,2100.154,600.013,1900.126,1200.05,0,17510.725,1600.09,17010.121,1800.113,12505.471,400.006,0,100,0,0
GCB 1AHT ol1,34048,1300.059,38953.035,25322.423,33539.325,2000.14,700.017,3100.336,1000.035,200.001,16008.965,2900.294,17610.848,2100.154,15007.879,1400.069,200.001,200.001,0,200.001
GCB 1AHT ol1,34438,700.017,43365.721,23018.53,31835.433,1800.113,1100.042,3800.506,1100.042,300.003,16509.534,2600.237,17010.121,1200.05,13306.194,400.006,500.009,100,100,100
GCB 1AHT ol1,34828,200.001,36847.46,24220.515,30031.533,2300.185,1100.042,2200.169,300.003,0,20314.433,1900.126,15808.742,2700.255,12405.384,700.017,100,100,0,200.001
GCB 1AHT ol1,35218,800.022,41861.243,24821.545,28829.06,1500.079,1800.113,2200.169,1700.101,100,17310.481,1100.042,17310.481,2600.237,13806.669,1000.035,0,300.003,0,200.001
GCB 1AHT ol1,35608,700.017,36346.178,29630.697,32737.468,1300.059,1800.113,3200.358,2100.154,100,18712.247,2800.274,17410.603,1900.126,15007.879,700.017,100,100,100,300.003
GCB 1AHT ol1,35998,900.028,40056.079,22317.419,28428.258,2200.169,1300.059,2700.255,1700.101,0,17911.221,2100.154,17310.481,1900.126,14106.962,1000.035,0,0,100,0
GCB 1AHT ol1,36348,600.013,43666.635,21616.342,34541.709,3100.336,1200.05,2600.237,2000.14,200.001,19413.182,2400.202,13406.288,1500.079,12505.471,800.022,200.001,0,100,0
GCB 1AHT ol1,36738,400.006,43265.417,26324.231,33338.856,1800.113,500.009,1400.069,1000.035,100,17210.361,3300.381,16509.534,2200.169,14307.161,700.017,500.009,0,0,0
GCB 1AHT ol1,37127,400.006,41760.95,25522.779,29330.078,1800.113,700.017,2600.237,700.017,0,17911.221,2600.237,15107.985,3200.358,13206.101,1000.035,200.001,100,0,400.006
GCB 1AHT ol1,37517,200.001,34942.682,28127.664,27426.302,3000.315,1600.09,3100.336,1200.05,200.001,16509.534,1900.126,19212.911,2100.154,14507.362,300.003,0,400.006,0,100
GCB 1AHT ol1,37907,0,40758.06,24220.515,31234.108,1400.069,1300.059,1900.126,2200.169,100,15007.879,2700.255,17610.848,2100.154,18211.601,600.013,200.001,0,0,0
GCB 1AHT ol1,38297,1100.042,36446.433,27225.919,30532.594,1300.059,1200.05,3300.381,800.022,100,16509.534,2400.202,16409.419,1200.05,15608.522,800.022,300.003,100,100,300.003
GCB 1AHT ol1,38687,1300.059,40657.775,22818.209,27726.881,2900.294,1300.059,3300.381,1500.079,0,18111.474,2300.185,14307.161,1300.059,16509.534,800.022,100,0,0,200.001
GCB 1AHT ol1,39037,300.003,38551.949,22117.108,28728.858,1800.113,1400.069,3400.405,1500.079,400.006,19012.643,2500.219,17710.972,1400.069,18712.247,100,300.003,0,100,0
GCB 1AHT ol1,39427,700.017,41359.786,22818.209,27426.302,2200.169,800.022,1800.113,700.017,200.001,18511.987,2100.154,14707.567,2000.14,13506.382,800.022,200.001,200.001,100,100
GCB 1AHT ol1,39817,500.009,41159.208,22417.575,31033.672,1100.042,1600.09,1600.09,1700.101,100,15107.985,3500.429,14507.362,2300.185,14006.863,500.009,100,0,200.001,300.003
GCB 1AHT ol1,40207,900.028,32737.468,23819.842,29630.697,2100.154,700.017,2200.169,1900.126,100,19613.455,3100.336,16109.077,2400.202,15508.413,600.013,200.001,100,100,0
GCB 1AHT ol1,40597,400.006,39955.798,26424.416,28728.858,2200.169,600.013,2200.169,1000.035,400.006,17911.221,2400.202,13406.288,1800.113,15408.305,200.001,100,100,200.001,100
GCB 1AHT ol1,40987,500.009,36546.688,22317.419,30632.808,1500.079,1400.069,1800.113,1100.042,200.001,16709.767,3500.429,18511.987,1700.101,14307.161,1000.035,300.003,200.001,0,0
GCB 1AHT ol1,41376,700.017,45171.303,20915.3,28528.457,700.017,500.009,2500.219,1000.035,100,20414.576,2700.255,13606.477,1600.09,19913.87,900.028,400.006,100,0,0
GCB 1AHT ol1,41727,200.001,40356.923,24320.685,27225.919,2100.154,900.028,3900.532,1100.042,0,17010.121,3000.315,15208.091,1400.069,16109.077,900.028,100,300.003,0,0
GCB 1AHT ol1,42117,400.006,38351.41,21716.494,29430.284,1200.05,800.022,1900.126,700.017,300.003,14907.774,2600.237,14006.863,2100.154,14106.962,300.003,300.003,100,200.001,0
GCB 1AHT ol1,42506,900.028,39253.856,25622.958,27426.302,1400.069,900.028,4300.647,1400.069,0,17310.481,3000.315,17610.848,1300.059,17110.24,900.028,0,0,0,100
GCB 1AHT ol1,42896,900.028,38150.874,21416.041,28929.262,800.022,2700.255,2200.169,2400.202,400.006,18812.379,3000.315,15808.742,1700.101,14407.261,500.009,200.001,200.001,0,0
GCB 1AHT ol1,43286,300.003,39955.798,23519.345,32035.88,1100.042,700.017,2300.185,900.028,300.003,17710.972,4300.647,15508.413,800.022,14106.962,1000.035,0,0,0,400.006
GCB 1AHT ol1,43676,400.006,39153.582,26624.788,32737.468,1500.079,1000.035,2500.219,600.013,200.001,16609.65,1700.101,17310.481,1600.09,14207.061,500.009,200.001,400.006,0,100
GCB 1AHT ol1,44026,1000.035,35844.914,23619.51,31133.889,1200.05,1000.035,3100.336,1400.069,100,19212.911,2500.219,15708.632,2600.237,14907.774,600.013,200.001,100,0,100
GCB 1AHT ol1,44416,400.006,40056.079,21416.041,30432.38,2300.185,900.028,1500.079,1000.035,200.001,17610.848,1500.079,14907.774,1700.101,14907.774,900.028,0,200.001,0,0
GCB 1AHT ol1,44806,400.006,37749.811,23018.53,25923.5,1300.059,800.022,3100.336,1700.101,200.001,17310.481,2000.14,16409.419,1800.113,16008.965,500.009,200.001,200.001,0,200.001
GCB 1AHT ol1,45196,1000.035,37047.977,23920.009,32336.556,1400.069,1100.042,1900.126,900.028,100,15107.985,2200.169,15107.985,2000.14,14106.962,600.013,200.001,300.003,0,0
GCB 1AHT ol1,45586,700.017,36145.67,22718.049,29831.114,2200.169,1100.042,1800.113,1700.101,400.006,14907.774,2400.202,16209.191,2000.14,14507.362,1100.042,0,100,0,100
GCB 1AHT ol1,45976,500.009,40256.641,24621.199,28728.858,2100.154,1000.035,2800.274,1700.101,100,15007.879,3300.381,15007.879,1700.101,14907.774,500.009,1200.05,100,0,200.001
GCB 1AHT ol1,46365,1000.035,34842.438,23018.53,30632.808,3300.381,900.028,2500.219,1100.042,100,14807.67,1000.035,10503.86,1200.05,15908.853,200.001,200.001,200.001,100,0
GCB 1AHT ol1,46716,500.009,34541.709,25723.138,32637.239,1600.09,1800.113,2200.169,1900.126,500.009,16910.002,1700.101,15208.091,2400.202,14707.567,1300.059,200.001,200.001,0,200.001
GCB 1AHT ol1,47106,400.006,39153.582,22217.263,30632.808,2100.154,600.013,2300.185,2400.202,300.003,15007.879,1600.09,15608.522,2100.154,17110.24,400.006,400.006,600.013,0,0
GCB 1AHT ol1,47495,400.006,37649.547,22517.733,30632.808,2100.154,1100.042,1400.069,600.013,0,14207.061,2300.185,13806.669,1000.035,10704.009,1000.035,200.001,100,100,200.001
GCB 1AHT ol1,47885,900.028,38752.49,21516.191,26023.682,800.022,800.022,2200.169,1000.035,300.003,19212.911,2300.185,14707.567,2000.14,15608.522,600.013,0,200.001,300.003,0
GCB 1AHT ol1,48275,1100.042,36045.417,20214.292,27726.881,2600.237,1200.05,2300.185,1600.09,0,16309.304,2800.274,15608.522,1200.05,14207.061,900.028,100,0,0,200.001
GCB 1AHT ol1,48665,1200.05,37248.498,21816.646,28027.467,1300.059,800.022,2300.185,1200.05,300.003,15708.632,2800.274,14707.567,2300.185,15107.985,500.009,100,100,100,100
GCB 1AHT ol1,49055,700.017,37950.341,23218.854,26123.864,2600.237,1100.042,2600.237,1300.059,0,17210.361,2200.169,16709.767,1500.079,14507.362,900.028,0,100,0,0
GCB 1AHT ol1,49405,900.028,36245.924,21516.191,26825.162,1900.126,500.009,3500.429,2700.255,300.003,13606.477,3500.429,14106.962,2100.154,14607.464,500.009,100,300.003,0,200.001
GCB 1AHT ol1,49835,700.017,32136.105,25322.423,26624.788,1300.059,1600.09,2300.185,1500.079,0,15608.522,1400.069,14807.67,1500.079,13806.669,400.006,0,200.001,0,0
GCB 1AHT ol1,50185,1000.035,39554.684,24020.177,27526.494,1600.09,900.028,2200.169,1400.069,0,16809.884,2400.202,14907.774,1400.069,15508.413,600.013,400.006,0,400.006,200.001
GCB 1AHT ol1,50574,1900.126,37047.977,20614.863,30332.167,1200.05,800.022,2800.274,900.028,100,19012.643,1800.113,15007.879,1500.079,11704.793,200.001,200.001,300.003,0,0
GCB 1AHT ol1,50965,700.017,36646.945,23118.691,28929.262,2500.219,1100.042,1500.079,1100.042,200.001,20214.292,2600.237,15808.742,1600.09,16008.965,800.022,500.009,0,0,0
GCB 1AHT ol1,51354,500.009,37047.977,24921.719,29029.465,2200.169,800.022,2800.274,1700.101,200.001,17210.361,3300.381,15408.305,900.028,14407.261,300.003,0,0,0,100
GCB 1AHT ol1,51744,800.022,35844.914,24020.177,30632.808,2400.202,400.006,2900.294,2000.14,400.006,17110.24,1900.126,15208.091,2400.202,15007.879,900.028,100,100,0,100
GCB 1AHT ol1,52134,300.003,37850.076,20614.863,27125.729,2200.169,900.028,2000.14,1600.09,0,18311.729,2200.169,15608.522,2100.154,13406.288,1200.05,0,600.013,0,200.001
GCB 1AHT ol1,52484,200.001,33439.09,21115.594,28628.657,1700.101,700.017,2300.185,1200.05,200.001,14807.67,2800.274,13606.477,2200.169,13005.918,700.017,0,0,0,0
GCB 1AHT ol1,52875,700.017,40557.49,23118.691,25823.318,2400.202,900.028,3000.315,400.006,0,22217.263,3200.358,13706.572,1700.101,14507.362,200.001,100,0,0,0
GCB 1AHT ol1,53264,200.001,35844.914,22918.369,27025.539,2000.14,800.022,2600.237,900.028,300.003,17210.361,2400.202,18011.347,1100.042,14207.061,700.017,0,200.001,100,0
GCB 1AHT ol1,53654,600.013,37148.237,20214.292,25222.246,1200.05,1000.035,1800.113,1400.069,100,17610.848,2100.154,10403.787,1300.059,12905.827,500.009,0,200.001,0,0
GCB 1AHT ol1,54044,400.006,33038.159,21416.041,28127.664,1600.09,900.028,1400.069,800.022,400.006,18111.474,1200.05,15308.198,2500.219,13606.477,100,100,300.003,100,0
GCB 1AHT ol1,54434,500.009,36346.178,22718.049,25422.601,1600.09,1000.035,1600.09,1100.042,300.003,13706.572,3100.336,15808.742,1700.101,12305.297,800.022,200.001,0,200.001,100
GCB 1AHT ol1,54824,200.001,30332.167,23519.345,26524.602,2500.219,1200.05,2300.185,1500.079,400.006,17010.121,3000.315,14207.061,1300.059,15608.522,600.013,300.003,0,0,0
GCB 1AHT ol1,55174,400.006,37449.021,23018.53,28528.457,1900.126,700.017,1700.101,1100.042,500.009,15808.742,1800.113,14807.67,3700.479,13806.669,500.009,200.001,100,0,200.001
GCB 1AHT ol1,55564,500.009,33138.391,20915.3,27626.687,2600.237,600.013,2500.219,1700.101,300.003,16709.767,1900.126,15408.305,2400.202,15708.632,600.013,300.003,100,0,100
GCB 1AHT ol1,55954,200.001,35744.663,20815.153,28728.858,2000.14,400.006,2400.202,1500.079,0,17210.361,2800.274,13506.382,1600.09,16409.419,1100.042,0,100,100,100
GCB 1AHT ol1,56343,600.013,36245.924,20214.292,26123.864,1000.035,800.022,1300.059,800.022,0,15408.305,2200.169,17210.361,2100.154,15007.879,500.009,200.001,200.001,100,0
GCB 1AHT ol1,56733,100,37749.811,21616.342,26825.162,2300.185,600.013,2200.169,2300.185,100,16709.767,2500.219,14807.67,1700.101,14006.863,1400.069,100,0,0,0
GCB 1AHT ol1,57124,400.006,35343.667,18011.347,27626.687,1200.05,1200.05,2400.202,1000.035,100,17010.121,2300.185,16109.077,1500.079,13005.918,400.006,300.003,300.003,0,0
GCB 1AHT ol1,57513,600.013,33639.56,23519.345,28628.657,1400.069,1000.035,1300.059,1200.05,100,12605.559,2700.255,14507.362,1700.101,13306.194,700.017,200.001,0,0,0
GCB 1AHT ol1,57864,800.022,40457.206,22217.263,28829.06,1900.126,500.009,1500.079,1200.05,100,14106.962,1900.126,13906.766,2100.154,12305.297,600.013,0,0,0,0
GCB 1AHT ol1,58254,700.017,37148.237,22317.419,29730.905,1400.069,300.003,1800.113,1300.059,0,15007.879,2700.255,14106.962,2100.154,14707.567,700.017,300.003,0,0,0
GCB 1AHT ol1,58643,700.017,35143.173,22317.419,26825.162,1800.113,1400.069,2400.202,1100.042,400.006,17210.361,3200.358,15708.632,1500.079,13806.669,300.003,100,100,0,100
GCB 1AHT ol1,59033,100,35744.663,24521.027,22918.369,1900.126,900.028,1500.079,1700.101,0,13206.101,3200.358,14407.261,2100.154,12705.648,600.013,0,200.001,0,200.001
GCB 1AHT ol1,59423,400.006,31835.433,23519.345,28728.858,1600.09,800.022,1500.079,1000.035,200.001,17210.361,2700.255,12405.384,1800.113,15007.879,700.017,200.001,0,0,100
GCB 1AHT ol1,59813,900.028,36747.202,23118.691,27326.11,1500.079,500.009,1800.113,1800.113,600.013,13406.288,2400.202,14907.774,1600.09,13906.766,400.006,0,300.003,100,100
GCB 1AHT ol1,60163,500.009,65449.585,26123.864,50087.653,1600.09,500.009,1000.035,1200.05,500.009,23118.691,103574.11,215716.47,16109.077,94813.596,2200.169,2400.202,200.001,0,200.001
GCB 1AHT ol1,60553,500.009,4042849.6,29630.697,486339.87,2700.255,1600.09,3700.479,3500.429,1600.09,71277.374,378241.92,510874.27,41460.076,205162.71,4400.678,5901.219,200.001,100,100
GCB 1AHT ol1,60942,1300.059,6363045,30632.808,1012008,2000.14,800.022,4200.618,5701.137,2100.154,108006.75,719472.4,1053783.6,84348.279,375367.58,5100.911,9303.028,0,0,400.006
GCB 1AHT ol1,61332,400.006,10386045,30432.38,1464808,2800.274,500.009,3400.405,5701.137,1600.09,172029.6,850696.62,1238233.8,108611.31,418130.91,3600.454,6101.303,0,0,0
GCB 1AHT ol1,61722,1200.05,11727045,36346.178,1560740.9,3400.405,1600.09,4000.56,6801.619,3000.315,103271.93,1141638,1462407.5,120506.13,511081.49,6001.26,11304.471,0,0,300.003
GCB 1AHT ol1,62112,1000.035,13515045,36646.945,1717262.8,4000.56,800.022,6401.434,9703.294,2500.219,86058.433,1141638,1587346.8,136852.38,528705.79,4100.588,10603.934,0,0,0
GCB 1AHT ol1,62502,800.022,14632545,35844.914,1831988.3,3800.506,1500.079,4100.588,7501.969,2500.219,73890.601,1220609.6,1708162.6,147255.05,601085.06,3400.405,12605.559,400.006,0,0
GCB 1AHT ol1,62853,500.009,15750045,41460.076,2050276.2,4300.647,2100.154,5501.059,9503.16,1700.101,71779.88,1397038,1810488.8,136347.58,622159.14,2600.237,10804.084,100,0,100
GCB 1AHT ol1,63242,1900.126,16197045,39153.582,2060158,4000.56,1000.035,4000.56,12205.212,3400.405,70674.389,1329515.6,1906224.8,146446.81,635633.29,2200.169,15408.305,200.001,400.006,200.001
GCB 1AHT ol1,63632,1800.113,17091045,40557.49,2127546.4,3400.405,2500.219,3900.532,9803.363,2800.274,73086.48,1328310.9,1968137.6,150185.32,674139.59,2400.202,13306.194,200.001,0,0
GCB 1AHT ol1,64022,700.017,17761545,41359.786,2260421.7,4100.588,1000.035,5801.178,8602.589,2700.255,69167.038,1397794.5,1950438.9,159788.66,637096.35,2700.255,14006.863,0,500.009,200.001
GCB 1AHT ol1,64412,400.006,17538045,43165.115,2230639.6,3500.429,1000.035,4100.588,9903.432,3200.358,66454.207,1427089.5,2038220,169094.87,701721.31,2600.237,11504.631,400.006,0,0
GCB 1AHT ol1,64802,1400.069,18879045,49284.869,2340396.1,4600.741,900.028,5901.219,11304.471,3400.405,82034.866,1570420.5,2196739.5,184787.44,735982.36,3100.336,13606.477,400.006,0,0
GCB 1AHT ol1,65192,400.006,19326045,49385.214,2398916.5,3800.506,1000.035,4200.618,11104.314,2600.237,67760.321,1460860.6,2119005.7,165756.08,763575.49,3200.358,16709.767,300.003,0,0
GCB 1AHT ol1,65542,900.028,18879045,38652.219,2427494.7,2700.255,2100.154,5100.911,11904.958,2900.294,72885.457,1498584.2,2039941.7,167577.14,715058.88,2100.154,10403.787,400.006,200.001,0
GCB 1AHT ol1,65932,1400.069,17761545,49284.869,2251690.5,3600.454,1600.09,5401.021,8402.47,2900.294,66253.277,1386136.5,2076948.6,159080.83,708441.09,2400.202,16709.767,400.006,0,200.001
GCB 1AHT ol1,66321,900.028,18655545,43265.417,2416668.7,3300.381,1400.069,2700.255,10403.787,2900.294,63340.108,1652438,2167543.2,173547.79,749877.75,2300.185,14807.67,0,0,0
GCB 1AHT ol1,66711,1500.079,18432045,45070.987,2421492.4,4800.806,1000.035,5501.059,8402.47,2500.219,65851.425,1448932.7,2201030.9,168386.58,756303.56,1700.101,16809.884,700.017,0,0
GCB 1AHT ol1,67101,2300.185,19326045,47077.442,2488590.9,4200.618,1100.042,6901.667,12605.559,1800.113,72583.928,1590912.7,2192797.1,176179.72,779818.61,1900.126,15107.985,0,0,200.001
GCB 1AHT ol1,67491,1000.035,19102545,47579.1,2394569.7,4100.588,1400.069,4400.678,8502.53,3100.336,67860.796,1407479.8,2096292,154329.13,717265.47,2100.154,11404.55,0,0,0
GCB 1AHT ol1,67881,1200.05,17538045,43666.635,2279064.8,5000.875,1500.079,5300.983,10403.787,2500.219,64244.132,1483859.6,1986886.4,169297.25,710961.8,2600.237,16309.304,200.001,200.001,100
GCB 1AHT ol1,68232,800.022,18432045,46274.826,2373792.4,5000.875,1200.05,7902.185,10003.501,2300.185,71980.888,1439993,2085235.6,169094.87,732826.15,2300.185,15508.413,200.001,0,0
GCB 1AHT ol1,68621,1400.069,18208545,42362.718,2321328.1,2700.255,1700.101,5901.219,9803.363,2300.185,67760.321,1473903.8,2051884.5,176179.72,726515.77,1800.113,15107.985,0,0,100
GCB 1AHT ol1,69011,800.022,18208545,42262.422,2394334.8,3800.506,1100.042,6301.39,12805.737,2900.294,57415.146,1478991.5,2050850.6,158575.26,735351.06,1600.09,13206.101,200.001,0,100
GCB 1AHT ol1,69401,1400.069,17314545,43165.115,2187348.9,5200.947,1000.035,5401.021,11804.875,2500.219,82336.594,1426869,1998558.8,157867.48,704450.85,3100.336,15808.742,0,100,100
GCB 1AHT ol1,69791,700.017,17985045,37348.759,2288394.8,3700.479,1100.042,5300.983,9403.094,3400.405,81129.719,1368007.7,1999245.7,163328.36,701721.31,1800.113,14907.774,200.001,0,0
GCB 1AHT ol1,70181,1300.059,16644045,39554.684,2264497.9,4600.741,800.022,6701.572,8302.412,3400.405,74493.721,1384707.4,1888256.8,164946.79,669216.01,2700.255,15107.985,300.003,100,100
GCB 1AHT ol1,70570,1100.042,17314545,39554.684,2207412.3,4900.841,1100.042,4800.806,10904.16,2000.14,66253.277,1365482.4,1909638.9,157159.74,673091.88,2100.154,12305.297,0,0,0
GCB 1AHT ol1,70921,1400.069,16867545,43165.115,2188623.9,4600.741,1800.113,6101.303,9403.094,2800.274,66152.813,1394054.2,1947586.2,164542.17,702876.05,3200.358,15608.522,600.013,0,100
GCB 1AHT ol1,71311,600.013,17091045,41760.95,2203699.2,4000.56,1800.113,3700.479,8002.241,2100.154,67760.321,1397038,1979452.7,158271.92,695948.97,2800.274,13506.382,200.001,0,0
GCB 1AHT ol1,71700,600.013,16197045,45672.894,2216118.4,2900.294,700.017,3700.479,6001.26,3100.336,59724.585,1367348.9,1932304.7,148366.46,703820.91,2300.185,15708.632,100,200.001,0
GCB 1AHT ol1,72090,700.017,17091045,41760.95,2190478.5,2700.255,1200.05,6101.303,7501.969,3300.381,64545.486,1397038,1976823.2,158878.6,697627.96,1300.059,16709.767,100,0,100
GCB 1AHT ol1,72480,800.022,17091045,42663.611,2179354.1,2800.274,1000.035,6501.479,9603.227,2400.202,60527.956,1407039.4,1983340.6,155036.73,695109.55,2100.154,16609.65,300.003,0,200.001
GCB 1AHT ol1,72870,700.017,16867545,39253.856,2164186.9,3900.532,1200.05,3800.506,9403.094,2800.274,63239.665,1336417.1,1885188.5,149275.86,686298.5,1100.042,13206.101,0,0,100
GCB 1AHT ol1,73220,200.001,16644045,39153.582,2141175.2,3200.358,600.013,4200.618,8702.65,2000.14,69468.496,1394054.2,1943479.2,164441.01,699307.15,1700.101,17110.24,400.006,0,100
GCB 1AHT ol1,73610,600.013,17314545,42763.911,2127661.9,4200.618,1500.079,6801.619,8202.354,2900.294,64344.582,1397038,1992835.9,154632.39,663247.09,2800.274,13906.766,200.001,0,0
GCB 1AHT ol1,74000,1000.035,16197045,45070.987,2176805.9,3300.381,2100.154,5501.059,10003.501,3100.336,67559.373,1394274.2,1939373.4,149477.96,712117.27,2100.154,15308.198,100,0,200.001
GCB 1AHT ol1,74390,1000.035,17314545,37047.977,2222389.9,3600.454,1400.069,4900.841,7201.815,2700.255,60728.806,1320427.9,1959913.7,155542.18,725884.89,1500.079,14307.161,100,0,0
GCB 1AHT ol1,74780,1200.05,16197045,40657.775,2093527.2,4400.678,1400.069,4500.709,8002.241,2900.294,65248.669,1370643.3,1849663.2,153318.34,668378.12,2000.14,17811.096,200.001,0,100
GCB 1AHT ol1,75170,1300.059,16867545,39554.684,2110123.8,2700.255,2400.202,5501.059,9202.963,2600.237,59021.673,1332582.5,1919999.5,146042.7,657071.29,1500.079,13906.766,200.001,0,100
GCB 1AHT ol1,75559,1400.069,15973545,39855.519,2073266.9,4600.741,1100.042,4000.56,9503.16,2400.202,60226.687,1322617.2,1851590.6,147558.15,658536.5,2100.154,14907.774,100,300.003,300.003
GCB 1AHT ol1,75910,1100.042,15750045,37148.237,2093527.2,3800.506,900.028,4900.841,9703.294,2000.14,61933.963,1283586.5,1834026.7,151296.96,657071.29,1800.113,13606.477,100,0,300.003
GCB 1AHT ol1,76300,400.006,15526545,42262.422,2063376.7,3100.336,1300.059,6001.26,10403.787,3000.315,61331.372,1397038,1810036.5,148972.72,672463.29,2700.255,13306.194,0,300.003,0
GCB 1AHT ol1,76689,1200.05,16420545,39755.24,2105972.9,3100.336,1300.059,5000.875,9002.836,1900.126,56712.347,1305330.5,1872580.6,145335.54,656757.34,1700.101,13906.766,200.001,100,200.001
GCB 1AHT ol1,77079,400.006,15750045,39253.856,2061537.3,3200.358,2400.202,5300.983,7702.076,2300.185,60929.658,1345076,1840483.3,141800.28,661467.35,1200.05,13005.918,0,0,0
GCB 1AHT ol1,77469,800.022,16420545,39654.962,2085696.2,2800.274,1400.069,5100.911,8602.589,2600.237,61833.53,1285333.6,1895759.9,142810.27,659583.16,1700.101,13606.477,600.013,0,100
GCB 1AHT ol1,77859,1100.042,16420545,39654.962,2066826,2200.169,1500.079,4900.841,10804.084,1900.126,64143.682,1348584.8,1797603.8,155845.46,672358.53,1000.035,13005.918,0,200.001,300.003
GCB 1AHT ol1,78249,800.022,16197045,41159.208,2159905.7,3500.429,1600.09,4300.647,8902.773,3600.454,63239.665,1321303.6,1913053.7,158170.81,662514.23,7702.076,14607.464,0,100,0
GCB 1AHT ol1,78599,600.013,15973545,37850.076,2087538.4,3100.336,1600.09,5401.021,9303.028,2400.202,69267.524,1411664,1963568.2,166059.58,698782.38,1800.113,13506.382,200.001,0,100
GCB 1AHT ol1,78989,800.022,17314545,46074.179,2163492.6,2800.274,1400.069,4600.741,10203.643,2700.255,61431.802,1397038,1932190.8,150791.66,692067.04,2200.169,14307.161,0,0,200.001
GCB 1AHT ol1,79379,900.028,16420545,40557.49,2111161.6,2100.154,1800.113,4900.841,11304.471,1900.126,61933.963,1410893.1,1870423.5,151701.21,698572.48,1000.035,15107.985,200.001,200.001,200.001
GCB 1AHT ol1,79769,1200.05,16644045,39554.684,2109431.9,3500.429,1400.069,6101.303,11304.471,2100.154,62737.458,1338170.4,1934242.6,154531.3,640336.5,1500.079,10403.787,600.013,300.003,100
GCB 1AHT ol1,80158,700.017,15750045,42463.015,2037416.6,2800.274,700.017,5601.098,9503.16,3500.429,63842.336,1363725.9,1875532.8,143921.33,651525.77,1800.113,13706.572,0,0,0
GCB 1AHT ol1,80549,900.028,16197045,41660.658,2004398.3,4200.618,2000.14,4400.678,7802.13,2400.202,62737.458,1397038,1801671.6,147457.12,671310.95,1500.079,16709.767,100,0,0
GCB 1AHT ol1,80938,600.013,15526545,38852.762,2094218.4,2900.294,700.017,5801.178,10103.572,2500.219,63741.889,1345404.9,1824063.9,155542.18,675501.73,1300.059,14006.863,300.003,0,200.001
GCB 1AHT ol1,81289,600.013,16420545,37950.341,2087653.5,3600.454,1400.069,4300.647,7802.13,2100.154,71176.875,1327434.8,1937320.8,154126.97,661048.62,1400.069,14707.567,300.003,0,0
GCB 1AHT ol1,81679,1000.035,16420545,43466.025,2103552.1,3500.429,2000.14,4600.741,7902.185,3600.454,69468.496,1384157.8,1971108.4,153621.57,685983.92,1300.059,14207.061,600.013,0,200.001
GCB 1AHT ol1,82068,600.013,16644045,43666.635,2141175.2,3100.336,1500.079,4300.647,8802.711,2600.237,65951.887,1367897.9,1942680.8,156553.14,659478.49,13005.918,13406.288,300.003,100,100
GCB 1AHT ol1,82458,1300.059,16197045,40056.079,2100901.2,3700.479,2000.14,4000.56,9002.836,3200.358,60728.806,1397038,1980481.8,149882.16,659792.51,2200.169,13606.477,200.001,300.003,0
GCB 1AHT ol1,82848,1500.079,16420545,37348.759,2112084.3,4600.741,1300.059,6501.479,11004.237,2200.169,60025.844,1397038,1927746.1,162418.07,654873.76,2500.219,13206.101,400.006,0,0
GCB 1AHT ol1,83238,2100.154,16197045,38551.949,2162451.1,3800.506,900.028,5401.021,10503.86,3200.358,59624.167,1329296.5,1834706.2,148467.5,655710.87,3000.315,12605.559,200.001,0,200.001
GCB 1AHT ol1,83628,200.001,16197045,45371.937,2059813.2,3400.405,1100.042,6701.572,7602.022,2800.274,58419.204,1303143.8,1898261.7,148366.46,636051.29,2100.154,12505.471,0,0,300.003
GCB 1AHT ol1,83978,1000.035,15750045,36847.46,2144008,2500.219,1700.101,6301.39,9202.963,2900.294,57716.356,1370094.1,1930139.2,153116.19,679169.64,1800.113,11304.471,900.028,100,0
GCB 1AHT ol1,84368,1300.059,16420545,40457.206,2036728,3900.532,1000.035,3800.506,8302.412,2300.185,63340.108,1397038,1911801.5,146042.7,647760.2,2500.219,13606.477,600.013,100,400.006
GCB 1AHT ol1,84758,900.028,16420545,35945.165,2110354.4,3200.358,900.028,5501.059,8902.773,2700.255,63139.222,1376465.1,1875987.1,150589.54,679379.26,1800.113,13106.009,0,0,300.003
GCB 1AHT ol1,85147,1600.09,16420545,37549.283,2110815.7,3100.336,2300.185,5200.947,7902.185,4300.647,64645.938,1372510.4,1903039.1,148164.38,665760.02,2000.14,12105.127,0,200.001,0
GCB 1AHT ol1,85537,300.003,16420545,44669.729,2145104.4,3200.358,2100.154,4900.841,9503.16,3200.358,60025.844,1331596.7,2000390.6,144123.36,701721.31,3200.358,13005.918,100,0,300.003
GCB 1AHT ol1,85927,1300.059,16197045,39354.132,2093181.6,2700.255,900.028,3200.358,9703.294,2200.169,62436.142,1309923.8,1789697.3,151600.15,661153.3,1800.113,13806.669,0,0,200.001
GCB 1AHT ol1,86277,800.022,15973545,42864.211,2047979.1,3500.429,1700.101,4200.618,7101.765,2900.294,70674.389,1341239.2,1911118.5,152812.96,674663.47,700.017,13005.918,200.001,0,100
GCB 1AHT ol1,86668,700.017,15973545,36346.178,2093988,3200.358,1500.079,5601.098,8602.589,2600.237,55708.409,1303253.1,1892803.7,151094.83,665445.88,1800.113,11604.712,0,100,200.001
