SampleLabel,Time,7Li,26Mg,27Al,29Si,31P,43Ca,45Sc,48Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,88Sr,89Y,90Zr
GCB 1AHT ol6,53653,600.013,33940.27,24821.545,34341.227,1900.126,700.017,3300.381,1400.069,0,19913.87,3400.405,15908.853,3700.479,16409.419,1100.042,100,500.009,0,0
GCB 1AHT ol6,54043,700.017,38852.762,24521.027,36747.202,1000.035,700.017,2400.202,1700.101,0,19613.455,2400.202,17010.121,700.017,17410.603,1200.05,100,100,0,0
GCB 1AHT ol6,54433,300.003,30833.238,27827.076,35243.42,1600.09,1300.059,2200.169,2000.14,200.001,23018.53,2500.219,17110.24,2100.154,14607.464,200.001,0,0,0,100
GCB 1AHT ol6,54783,400.006,32035.88,25522.779,34541.709,2600.237,300.003,3400.405,1500.079,0,18812.379,2300.185,16809.884,3000.315,16409.419,1100.042,300.003,0,0,0
GCB 1AHT ol6,55173,700.017,34040.508,26023.682,31033.672,2400.202,500.009,3300.381,1600.09,800.022,23018.53,3100.336,19012.643,2800.274,14907.774,400.006,300.003,0,100,200.001
GCB 1AHT ol6,55563,300.003,35945.165,26023.682,29630.697,2600.237,900.028,2900.294,1600.09,0,22818.209,2400.202,16609.65,1500.079,12305.297,900.028,200.001,400.006,300.003,0
GCB 1AHT ol6,55953,800.022,33238.623,26123.864,34140.747,2400.202,1700.101,1800.113,1900.126,200.001,22517.733,3400.405,14707.567,1800.113,17310.481,500.009,100,400.006,0,0
GCB 1AHT ol6,56342,400.006,31735.21,24621.199,34140.747,1800.113,800.022,3100.336,1500.079,0,19713.593,3200.358,17210.361,1800.113,17210.361,500.009,200.001,200.001,300.003,0
GCB 1AHT ol6,56732,800.022,32236.33,26424.416,34441.468,2500.219,700.017,3400.405,800.022,100,21516.191,2500.219,18912.511,2700.255,16910.002,600.013,0,300.003,0,200.001
GCB 1AHT ol6,57122,500.009,35544.164,26524.602,26224.047,2200.169,900.028,2800.274,1500.079,0,19012.643,3200.358,20514.719,1400.069,13206.101,800.022,200.001,200.001,100,500.009
GCB 1AHT ol6,57473,200.001,34641.951,23519.345,31534.767,1200.05,1100.042,3100.336,800.022,100,17710.972,3300.381,17410.603,2100.154,15608.522,1100.042,0,500.009,200.001,0
GCB 1AHT ol6,57863,900.028,33138.391,26624.788,32336.556,3300.381,1100.042,2800.274,900.028,100,19713.593,2700.255,17110.24,2500.219,16709.767,800.022,0,100,0,100
GCB 1AHT ol6,58252,900.028,27726.881,28027.467,30933.455,3000.315,900.028,2400.202,1500.079,0,22718.049,2000.14,17010.121,3100.336,16409.419,500.009,0,400.006,0,100
GCB 1AHT ol6,58642,100,182356.5,26123.864,171624.77,1100.042,1000.035,3100.336,2600.237,600.013,31434.547,381835.65,601710.58,50489.063,259536.35,700.017,5000.875,300.003,0,300.003
GCB 1AHT ol6,59032,400.006,8598045,38752.49,1094910.4,2800.274,1300.059,3600.454,7602.022,1000.035,41058.92,871920.62,1262637.3,96726.355,407531.11,1800.113,7902.185,100,400.006,0
GCB 1AHT ol6,59422,1000.035,11503545,38451.679,1513877.6,3300.381,1500.079,4400.678,8102.297,1700.101,51091.198,959260.13,1423011.2,114759.09,503312.85,500.009,10503.86,300.003,0,0
GCB 1AHT ol6,59812,400.006,13738545,47679.434,1775476,3300.381,1100.042,4400.678,8202.354,2500.219,57615.952,1209414.9,1686725.7,138770.75,589517.69,1100.042,9703.294,200.001,100,200.001
GCB 1AHT ol6,60162,900.028,15079545,48281.451,2120159.6,2800.274,1900.126,6101.303,8902.773,3300.381,61833.53,1324916.3,1882688.8,158676.37,656861.99,1200.05,14106.962,0,200.001,0
GCB 1AHT ol6,60552,800.022,17538045,46575.802,2269623.9,2800.274,1200.05,3000.315,9903.432,2600.237,71880.384,1652438,2056250.5,166565.41,694060.33,1400.069,13106.009,200.001,0,300.003
GCB 1AHT ol6,60942,1200.05,18432045,44970.671,2275917.2,3000.315,1000.035,7001.715,10704.009,3100.336,67057.014,1652438,2178079.9,159283.07,696683.51,1200.05,14507.362,100,0,0
GCB 1AHT ol6,61331,1500.079,19773045,42262.422,2366052.1,2400.202,600.013,6601.525,11904.958,2000.14,62134.833,1516206.2,2228896.3,172940.5,727672.47,1500.079,13406.288,200.001,100,400.006
GCB 1AHT ol6,61721,1100.042,19996545,48281.451,2592937.6,1700.101,1800.113,6401.434,10804.084,3500.429,75197.393,1552068,2304151.9,186610.92,756725.02,1200.05,14106.962,1100.042,0,0
GCB 1AHT ol6,62111,1100.042,18432045,46174.503,2501004.6,2500.219,1100.042,7301.866,11904.958,1900.126,69167.038,1543955.5,2226688.5,169398.43,773698.96,1200.05,13106.009,300.003,0,0
GCB 1AHT ol6,62461,1300.059,19996545,48381.789,2649911.2,2900.294,1100.042,7702.076,10303.714,3100.336,73186.993,1654235.5,2372150.2,187725.38,809291.95,1500.079,19112.777,100,0,300.003
GCB 1AHT ol6,62852,1400.069,20443545,50188.005,2740326.5,2400.202,1000.035,5801.178,13406.288,4600.741,73890.601,1656362,2315483.7,191677.34,837447.14,1100.042,14807.67,300.003,100,100
GCB 1AHT ol6,63241,700.017,20667045,52295.544,2726280.9,2900.294,1200.05,5200.947,12305.297,3800.506,77107.535,1751690.8,2518874.1,200598.57,835010.54,300.003,18011.347,200.001,0,0
GCB 1AHT ol6,63631,1900.126,21784545,50288.357,2667593.8,2200.169,1000.035,5801.178,12205.212,3900.532,81632.571,1907838,2526809.6,194515.31,801468.88,400.006,16809.884,300.003,100,0
GCB 1AHT ol6,64021,900.028,21561045,47980.439,2684937.5,4400.678,1800.113,7101.765,12805.737,2500.219,71076.376,1811732.7,2482801.2,183268.06,854938.97,1100.042,15408.305,300.003,100,100
GCB 1AHT ol6,64411,800.022,21337545,50087.653,2675366.2,5501.059,1200.05,5300.983,14106.962,3200.358,76202.699,1695251.9,2513428.3,204858.39,796396.69,1300.059,12105.127,700.017,0,0
GCB 1AHT ol6,64801,1000.035,19996545,51492.635,2692239.5,3800.506,1700.101,6301.39,10704.009,2700.255,70473.4,1642712.6,2481619.9,187320.11,853454.01,1800.113,17310.481,700.017,0,100
GCB 1AHT ol6,65191,1200.05,19996545,46977.113,2748015,2700.255,1100.042,4800.806,12605.559,3100.336,73890.601,1570531.8,2177385,181039.92,786151.97,1600.09,14407.261,300.003,0,100
GCB 1AHT ol6,65581,800.022,18208545,42362.718,2469457.7,3600.454,1300.059,7101.765,9503.16,2400.202,62335.705,1580774.5,2147763,169499.62,806119.93,1600.09,13906.766,400.006,300.003,200.001
GCB 1AHT ol6,65931,1500.079,20220045,45973.857,2430320.1,4100.588,1100.042,7201.815,11504.631,1900.126,74292.678,1567749.6,2215770.1,174458.79,738823.52,1100.042,12205.212,100,0,100
GCB 1AHT ol6,66321,1200.05,17091045,40557.49,2089035.4,3100.336,900.028,5200.947,9202.963,2800.274,55608.019,1307408.3,1932190.8,152307.61,638350.51,900.028,13106.009,0,0,0
GCB 1AHT ol6,66710,1500.079,16867545,44469.105,2185147,3800.506,1500.079,4400.678,10003.501,3700.479,60126.265,1304893.2,1924328,146850.92,606507.16,1300.059,11504.631,100,0,300.003
GCB 1AHT ol6,67100,900.028,17761545,40758.06,2333023.4,2500.219,1500.079,5501.059,9202.963,2200.169,62938.338,1397038,1896669.6,139679.54,624456.18,900.028,10303.714,200.001,100,0
GCB 1AHT ol6,67490,1000.035,16420545,41961.537,2161756.9,3100.336,1200.05,5501.059,8402.47,2800.274,66554.673,1367897.9,1974422.7,158170.81,680008.15,300.003,12805.737,400.006,100,0
GCB 1AHT ol6,67880,2100.154,17538045,43466.025,2293528.7,2800.274,1900.126,4300.647,9703.294,2900.294,62737.458,1397038,1839576.9,136650.46,628424.64,1900.126,9503.16,400.006,200.001,0
GCB 1AHT ol6,68270,800.022,16867545,47278.103,2213796.3,2900.294,1600.09,6601.525,13806.669,2800.274,63340.108,1484523.6,1941426.2,167273.62,656548.04,1500.079,14006.863,100,100,100
GCB 1AHT ol6,68620,800.022,17761545,50489.063,2281979.8,3200.358,1200.05,7101.765,7001.715,3000.315,60226.687,1476668.7,2008521.7,153621.57,660420.55,100,16609.65,300.003,100,0
GCB 1AHT ol6,69010,800.022,16644045,41861.243,2142793,3800.506,1200.05,6901.667,11304.471,2800.274,68664.623,1453128.5,2025943.8,152408.68,661257.99,1700.101,13106.009,100,0,600.013
GCB 1AHT ol6,69400,1400.069,17091045,44569.417,2287578.2,1800.113,700.017,5701.137,8202.354,2300.185,61632.664,1377124.3,1918405.1,152812.96,702456.14,1200.05,13005.918,300.003,0,0
GCB 1AHT ol6,69790,1100.042,15750045,43867.248,2109662.5,3100.336,1600.09,4300.647,9002.836,3900.532,60327.109,1479655.3,1965510.1,161608.97,718736.72,1200.05,15308.198,0,0,100
GCB 1AHT ol6,70180,900.028,15973545,46475.476,2188044.3,4100.588,700.017,5701.137,9803.363,2300.185,62436.142,1434367,1958886,156350.94,714218.36,1200.05,14207.061,200.001,0,0
GCB 1AHT ol6,70570,1100.042,16867545,44970.671,2274751.6,4700.773,1900.126,6201.346,9102.899,1600.09,61632.664,1539512.2,2047749.4,175369.84,709491.33,1400.069,15408.305,0,0,300.003
GCB 1AHT ol6,70959,2200.169,16644045,42061.831,2145104.4,3800.506,500.009,6401.434,10203.643,3500.429,68061.749,1376355.2,1986657.6,156654.24,664817.62,1700.101,11604.712,400.006,0,0
GCB 1AHT ol6,71310,1200.05,16197045,44970.671,2012531.6,2800.274,1500.079,4000.56,11304.471,2800.274,60327.109,1422790.8,2006001.7,155238.91,665969.45,200.001,14006.863,400.006,200.001,200.001
GCB 1AHT ol6,71700,1100.042,16197045,43466.025,2115198.5,3200.358,1600.09,3900.532,9202.963,2500.219,55106.079,1384487.6,1949982.4,142305.26,675711.3,800.022,16309.304,300.003,0,0
GCB 1AHT ol6,72089,700.017,15750045,44368.794,2083854.2,2100.154,1300.059,6201.346,8702.65,1300.059,58921.26,1405718.4,1965738.5,163024.92,684306.27,900.028,13706.572,100,0,200.001
GCB 1AHT ol6,72479,1200.05,15973545,38351.41,2174489.7,2100.154,1900.126,5501.059,9202.963,2200.169,63239.665,1385476.9,1970308.5,162013.51,699412.1,1000.035,12505.471,0,0,0
GCB 1AHT ol6,72869,2000.14,15973545,46475.476,2146838.2,2500.219,1400.069,5200.947,8602.589,3100.336,65047.756,1404507.5,1907704.2,162519.21,656234.1,600.013,11304.471,500.009,100,200.001
GCB 1AHT ol6,73259,700.017,15526545,42162.126,2068436,2800.274,900.028,5300.983,9703.294,3400.405,65248.669,1357799.3,1910777.1,144123.36,647864.78,1100.042,9803.363,100,200.001,0
GCB 1AHT ol6,73649,700.017,15303045,47579.1,2081436.8,2900.294,1600.09,5501.059,8002.241,3700.479,60126.265,1437455.6,2021013.2,162114.65,703925.9,1100.042,13906.766,300.003,0,100
GCB 1AHT ol6,73999,1200.05,15973545,43064.813,2085350.8,3500.429,1700.101,4800.806,9603.227,1800.113,66554.673,1294618.5,1926150.9,146648.86,642322.75,1200.05,12605.559,400.006,0,200.001
GCB 1AHT ol6,74389,1500.079,15526545,46274.826,2072576.6,3300.381,900.028,4900.841,9703.294,3800.506,62837.898,1409021.2,2006574.4,171928.39,675396.94,1500.079,15808.742,300.003,0,300.003
GCB 1AHT ol6,74779,1900.126,16867545,44168.174,2227850.4,2700.255,1200.05,3800.506,10103.572,3900.532,62034.398,1386576.3,1951237.8,154430.22,701301.43,2000.14,12305.297,200.001,200.001,100
GCB 1AHT ol6,75169,1500.079,14632545,40758.06,2015052.7,1900.126,1600.09,4100.588,11404.55,2400.202,55407.241,1397038,1857147.3,152509.75,665341.17,1400.069,13306.194,200.001,0,600.013
GCB 1AHT ol6,75558,1200.05,15750045,43064.813,2197203.4,2800.274,400.006,6801.619,10503.86,3000.315,64244.132,1397038,1938347.1,153722.65,673615.73,1000.035,14807.67,500.009,100,300.003
GCB 1AHT ol6,75948,1000.035,15079545,39554.684,1970879.9,2900.294,2000.14,4600.741,8302.412,2600.237,60427.532,1403626.9,1899626.5,145941.68,650584.28,1100.042,12205.212,100,0,0
GCB 1AHT ol6,76298,1200.05,16644045,41460.076,2087423.3,2200.169,1500.079,7201.815,9102.899,2200.169,63340.108,1333349.4,1973279.8,148265.42,638559.55,1000.035,13906.766,0,0,0
GCB 1AHT ol6,76689,1600.09,15526545,40356.923,2072921.8,3100.336,900.028,5501.059,11504.631,3700.479,58820.847,1395264.2,1920341.2,167678.32,667959.19,1200.05,13206.101,100,0,300.003
GCB 1AHT ol6,77078,600.013,16197045,46776.456,2176690.1,3100.336,1300.059,5501.059,9002.836,2800.274,68463.662,1397038,1956260.1,153722.65,639813.84,1500.079,12705.648,200.001,0,0
GCB 1AHT ol6,77468,1100.042,15079545,41460.076,2086732.4,2700.255,1100.042,5501.059,9703.294,2200.169,62536.58,1400655.4,1883597.7,162013.51,691437.63,600.013,11804.875,200.001,200.001,100
GCB 1AHT ol6,77858,800.022,15973545,42162.126,2078674.7,2500.219,2300.185,5901.219,9202.963,3200.358,65650.504,1397038,1897920.5,146345.78,647864.78,1400.069,13005.918,100,100,0
GCB 1AHT ol6,78248,900.028,15303045,37248.498,2018835,2800.274,800.022,4400.678,9102.899,3400.405,62637.018,1429184.2,1913736.7,160193.16,667959.19,1600.09,15208.091,0,0,400.006
GCB 1AHT ol6,78638,800.022,15973545,41259.496,2044419.2,2500.219,1400.069,4300.647,10503.86,2600.237,57716.356,1404177.3,1932532.7,146850.92,656861.99,600.013,12005.042,0,100,100
GCB 1AHT ol6,78988,700.017,15750045,39755.24,2146491.5,2900.294,1100.042,5300.983,11104.314,3100.336,64545.486,1359006.4,1955575.1,161103.31,685145.07,300.003,14207.061,300.003,200.001,100
GCB 1AHT ol6,79378,600.013,16197045,39855.519,2121890.5,2900.294,1000.035,5501.059,10203.643,2400.202,65750.964,1397038,2030531.9,156856.44,670787.19,1300.059,11504.631,100,100,0
GCB 1AHT ol6,79768,1300.059,15079545,43766.942,2054297.1,3600.454,1200.05,4600.741,9202.963,2200.169,65248.669,1366250.9,1931734.8,158777.48,684620.81,1500.079,13206.101,0,0,300.003
GCB 1AHT ol6,80158,1100.042,15750045,42864.211,2030646.6,3100.336,900.028,5901.219,8902.773,2600.237,59825.004,1259257.7,1832214.8,153924.81,629991.44,1000.035,12005.042,100,0,0
GCB 1AHT ol6,80547,1000.035,15750045,36346.178,2046371.3,3000.315,1400.069,5401.021,13206.101,2600.237,59624.167,1390864.6,1890302.7,148467.5,698782.38,800.022,13106.009,100,300.003,200.001
GCB 1AHT ol6,80937,500.009,16197045,37248.498,2217628,2800.274,1000.035,5100.911,7702.076,2900.294,56611.95,1333897.1,1936864.8,150286.37,639291.21,900.028,11404.55,100,0,0
GCB 1AHT ol6,81327,800.022,15526545,42162.126,2022733,3100.336,1000.035,5501.059,9102.899,2300.185,64746.392,1440765.4,1957287.6,144931.47,762943,800.022,11504.631,0,0,0
GCB 1AHT ol6,81678,800.022,16644045,38351.41,2166385.8,2600.237,700.017,4300.647,8602.589,1900.126,61532.233,1320975.2,1957401.7,150185.32,654978.39,1300.059,13806.669,0,0,0
GCB 1AHT ol6,82068,1200.05,14856045,39955.798,2063491.6,4100.588,1800.113,4200.618,9102.899,2200.169,64344.582,1352642.8,1984827.4,150791.66,676025.66,1100.042,15608.522,400.006,0,200.001
GCB 1AHT ol6,82457,1300.059,15526545,46174.503,2091914.6,1700.101,800.022,3300.381,9703.294,3800.506,62335.705,1348804.1,1854538.8,160294.28,673720.5,1100.042,10804.084,100,0,400.006
GCB 1AHT ol6,82847,1000.035,15973545,34441.468,2080861.4,3000.315,1000.035,3800.506,8402.47,2900.294,57615.952,1395044.2,1951351.9,140487.4,656443.39,1200.05,13706.572,100,0,0
GCB 1AHT ol6,83237,1000.035,15973545,45171.303,2053837.5,3000.315,1400.069,4600.741,9403.094,2200.169,69769.96,1378992.3,1963568.2,156452.04,651002.71,900.028,12705.648,600.013,300.003,100
GCB 1AHT ol6,83627,300.003,15750045,39955.798,2098481.2,4100.588,1400.069,4900.841,8802.711,3200.358,57816.761,1386906.1,1904859.4,155340,647969.37,900.028,11304.471,300.003,0,0
GCB 1AHT ol6,84017,1400.069,16197045,42864.211,2078904.8,4000.56,2100.154,5901.219,9803.363,3700.479,66253.277,1397038,1927632.1,158575.26,622994.39,1300.059,11604.712,600.013,100,100
GCB 1AHT ol6,84367,500.009,14856045,41159.208,2010813,3700.479,1000.035,7702.076,8302.412,2800.274,61431.802,1397038,1938803.2,156654.24,672882.35,1000.035,12505.471,100,100,0
GCB 1AHT ol6,84757,900.028,15750045,43967.556,2072231.6,2700.255,1400.069,5701.137,9102.899,3300.381,62134.833,1386796.2,1935040.6,151903.34,663665.88,1200.05,12905.827,500.009,0,200.001
GCB 1AHT ol6,85147,1900.126,15526545,42262.422,2034318.1,2500.219,1200.05,5401.021,8402.47,3200.358,61130.514,1357470.1,1899967.7,146143.73,673196.65,1100.042,13106.009,200.001,0,200.001
GCB 1AHT ol6,85536,1000.035,15973545,39654.962,2014135.9,2200.169,1300.059,6101.303,10804.084,3500.429,61532.233,1344637.4,1886097.5,149882.16,626858.01,800.022,11504.631,0,0,200.001
GCB 1AHT ol6,85926,1500.079,15750045,41359.786,2025714.5,2700.255,1000.035,4000.56,9703.294,2400.202,59021.673,1417061.1,2026173.2,149781.11,694794.78,800.022,11504.631,0,100,0
GCB 1AHT ol6,86316,900.028,16420545,33739.796,2112430.3,1500.079,1200.05,5801.178,9303.028,2000.14,58419.204,1397038,1877122.7,158373.03,600772.3,1200.05,13306.194,200.001,0,100
GCB 1AHT ol6,86666,800.022,15750045,39053.308,2092260.1,2600.237,700.017,3700.479,8802.711,2900.294,58720.436,1384377.6,1927062.4,147356.08,684306.27,2100.154,13806.669,500.009,200.001,200.001
GCB 1AHT ol6,87057,1400.069,15973545,43967.556,2147185,3200.358,1400.069,5901.219,9603.227,2900.294,66253.277,1315065.5,1967223.6,155542.18,652676.55,1100.042,14106.962,0,0,200.001
GCB 1AHT ol6,87446,1200.05,15079545,41460.076,2089035.4,2400.202,700.017,7301.866,7902.185,3100.336,60628.381,1336636.3,1891666.8,160799.92,687766.64,2000.14,13206.101,100,0,0
GCB 1AHT ol6,87836,700.017,16197045,35844.914,2018949.7,2300.185,1100.042,5100.911,10603.934,2900.294,62034.398,1285442.8,1824177.1,144325.38,609636.21,800.022,12505.471,0,0,0
GCB 1AHT ol6,88226,1500.079,15526545,41359.786,1981167.8,1800.113,1600.09,5300.983,9503.16,2900.294,57515.549,1373279.3,1839803.5,157260.85,629782.52,600.013,15308.198,200.001,200.001,100
GCB 1AHT ol6,88616,1400.069,16197045,44469.105,2151115.7,3300.381,1100.042,5100.911,11004.237,2300.185,60126.265,1319114.5,1901332.7,157058.64,623829.68,1800.113,12105.127,300.003,100,0
GCB 1AHT ol6,89006,500.009,15526545,42864.211,2035465.6,3000.315,700.017,5501.059,8602.589,3200.358,60628.381,1337184.2,1912029.2,149882.16,665550.59,900.028,13206.101,100,0,0
GCB 1AHT ol6,89356,700.017,15526545,44870.357,2132742.4,2200.169,1000.035,3800.506,11704.793,1900.126,57716.356,1397038,1859529.3,159687.54,647237.28,1700.101,13005.918,200.001,300.003,200.001
GCB 1AHT ol6,89746,700.017,15750045,38752.49,2043041.3,2800.274,1700.101,4400.678,9403.094,2300.185,55909.191,1328968,1841729.6,139477.58,640231.96,1000.035,10503.86,400.006,0,0
GCB 1AHT ol6,90136,1400.069,15973545,39053.308,2028925.9,3700.479,1400.069,5300.983,8302.412,3200.358,63239.665,1348365.4,1957744.3,150185.32,626544.71,500.009,12405.384,300.003,0,100
GCB 1AHT ol6,90525,800.022,15079545,42864.211,1932190.8,2000.14,1700.101,4300.647,9603.227,2300.185,59423.333,1368117.5,1921480.2,148063.34,621950.34,900.028,9703.294,100,100,100
GCB 1AHT ol6,90915,1000.035,16197045,38251.142,2065791.1,2800.274,500.009,5100.911,9903.432,1900.126,59724.585,1397038,1950781.3,154126.97,653095.04,1200.05,10303.714,300.003,0,0
GCB 1AHT ol6,91305,1100.042,15526545,39554.684,2074532.4,3300.381,1400.069,6001.26,7501.969,2600.237,60126.265,1354727.1,1934470.6,163024.92,715479.16,1000.035,13906.766,0,100,100
GCB 1AHT ol6,91695,1200.05,15973545,37549.283,2059928.1,3400.405,1500.079,4500.709,8902.773,1500.079,58017.573,1314299.6,1892348.9,163631.8,626962.45,1100.042,11304.471,100,0,100
GCB 1AHT ol6,92045,1200.05,15303045,38652.219,2036842.7,2200.169,1700.101,5000.875,10203.643,3000.315,58419.204,1354946.6,1949183.6,154329.13,668378.12,1200.05,12805.737,300.003,0,0
GCB 1AHT ol6,92435,700.017,15973545,42964.511,2144008,3300.381,1300.059,5200.947,8202.354,2700.255,65349.127,1304565.1,1806870.9,140184.45,622994.39,1800.113,11204.392,200.001,0,300.003
GCB 1AHT ol6,92825,900.028,15526545,41259.496,1977394.8,3900.532,1300.059,4700.773,7401.917,1800.113,58620.025,1283586.5,1962654.5,142002.27,634901.81,900.028,15408.305,100,300.003,0
GCB 1AHT ol6,93215,800.022,15973545,42162.126,2033285.4,2600.237,1400.069,4800.806,9903.432,3100.336,66956.544,1350887.9,1927860,157867.48,632080.76,700.017,11304.471,0,100,0
GCB 1AHT ol6,93605,900.028,15303045,36045.417,2052458.9,2100.154,1500.079,4400.678,10503.86,2300.185,54905.308,1397038,1886324.8,154834.56,664398.79,1700.101,12005.042,0,200.001,200.001
GCB 1AHT ol6,93995,800.022,15303045,44569.417,2096061.6,3100.336,700.017,5200.947,9603.227,3700.479,61331.372,1397038,1901901.5,144224.37,629364.7,600.013,10603.934,100,0,200.001
GCB 1AHT ol6,94385,200.001,14632545,42362.718,1889848.1,2800.274,1300.059,4300.647,8802.711,3000.315,59624.167,1397038,1797716.7,156755.34,621115.16,300.003,12105.127,300.003,0,0
GCB 1AHT ol6,94735,700.017,15079545,39454.408,1982997.5,3000.315,1400.069,6401.434,9703.294,2600.237,54503.775,1397038,1813768.4,141194.32,651316.54,1300.059,12905.827,500.009,200.001,0
GCB 1AHT ol6,95125,500.009,14856045,36446.433,1910663.2,2700.255,1500.079,4700.773,7702.076,2500.219,53901.497,1257404.6,1792294.7,135943.76,628737.99,300.003,10303.714,300.003,0,0
GCB 1AHT ol6,95514,1200.05,13962045,40256.641,1917608,2300.185,1700.101,5200.947,8502.53,2500.219,57515.549,1285115.2,1728392.7,145133.5,606090,1500.079,12805.737,300.003,100,0
GCB 1AHT ol6,95904,1500.079,15303045,41359.786,1992607,1700.101,700.017,4600.741,9703.294,3400.405,57314.744,1316488,1877349.9,143113.28,642009.11,1100.042,14407.261,300.003,0,300.003
GCB 1AHT ol6,96294,1000.035,15079545,39654.962,1960256.3,3200.358,1500.079,3800.506,9102.899,2700.255,53198.87,1349791.1,1925353.3,149882.16,659687.84,700.017,11604.712,100,0,0
GCB 1AHT ol6,96684,700.017,15303045,39153.582,1986657.6,5100.911,1200.05,6001.26,8402.47,2000.14,56411.158,1348146.1,1985742.5,137962.98,680427.42,1500.079,13306.194,100,0,100
GCB 1AHT ol6,97074,600.013,15079545,38351.41,2104704.9,3800.506,1100.042,4900.841,9603.227,4200.618,59021.673,1375366.5,1894509.1,167172.44,679379.26,1000.035,12905.827,400.006,100,100
GCB 1AHT ol6,97424,1900.126,15526545,39253.856,2056480.3,3500.429,1100.042,4300.647,6901.667,3100.336,60628.381,1330063.2,1890075.4,142103.27,638245.99,1800.113,12605.559,200.001,0,200.001
GCB 1AHT ol6,97814,1100.042,15079545,39855.519,2112430.3,4000.56,1000.035,7101.765,10804.084,1800.113,61733.097,1375805.9,1927746.1,157968.59,628111.3,1100.042,13906.766,200.001,0,100
GCB 1AHT ol6,98204,800.022,15750045,35744.663,1972251.2,3000.315,1500.079,6001.26,9603.227,2700.255,58017.573,1349242.8,1932988.7,147052.98,634901.81,1400.069,11904.958,0,0,200.001
GCB 1AHT ol6,98594,700.017,15526545,39955.798,1991577.1,3100.336,1500.079,4700.773,7501.969,4400.678,68664.623,1397038,1839803.5,152408.68,619653.7,1800.113,15007.879,700.017,200.001,0
GCB 1AHT ol6,98984,1700.101,15526545,34541.709,1989403.2,2400.202,1000.035,4300.647,8602.589,3800.506,60126.265,1321194.1,1908842.2,144729.44,670996.69,1300.059,12505.471,0,0,100
GCB 1AHT ol6,99374,1200.05,15079545,39855.519,2050850.6,3800.506,1800.113,5701.137,9503.16,3500.429,65550.044,1339704.7,1883597.7,154632.39,662095.47,1000.035,12905.827,100,0,100
GCB 1AHT ol6,99723,700.017,15303045,43365.721,2107817.6,1900.126,500.009,4800.806,9503.16,2600.237,56009.583,1397038,1771076.9,146345.78,632707.61,1300.059,11604.712,300.003,0,100
GCB 1AHT ol6,100114,800.022,15303045,39554.684,1973394.1,2500.219,300.003,5801.178,8902.773,2600.237,58117.979,1397038,1848983,151296.96,631976.28,1200.05,9202.963,0,200.001,300.003
GCB 1AHT ol6,100503,900.028,15079545,40356.923,1951237.8,1300.059,1000.035,7201.815,8502.53,3500.429,60829.232,1249885.8,1962426.1,148972.72,631036.06,1900.126,14507.362,0,200.001,100
GCB 1AHT ol6,100893,900.028,15526545,38251.142,2144008,3300.381,1300.059,5300.983,9403.094,2600.237,61733.097,1394714.2,1912256.8,156452.04,667854.46,200.001,9202.963,300.003,0,100
GCB 1AHT ol6,101283,500.009,14856045,40557.49,1992835.9,3200.358,1700.101,4700.773,9403.094,3300.381,63942.784,1397038,1910890.9,150387.43,663770.58,500.009,11704.793,0,0,0
GCB 1AHT ol6,101673,1200.05,15079545,39755.24,2043041.3,3400.405,900.028,6301.39,9703.294,2200.169,74694.767,1339595.1,1947129.8,161103.31,633961.4,700.017,14307.161,500.009,0,200.001
GCB 1AHT ol6,102063,900.028,14856045,42864.211,1883484.1,2900.294,1800.113,5701.137,8902.773,2600.237,61030.086,1301066.7,1839237.1,153520.49,636991.84,1600.09,12705.648,0,200.001,0
GCB 1AHT ol6,102453,1100.042,15526545,39253.856,2048668.2,2800.274,1400.069,6801.619,9703.294,3000.315,66454.207,1380201,2029384.7,155036.73,679903.33,900.028,11504.631,100,0,0
GCB 1AHT ol6,102843,800.022,15079545,41259.496,1891439.5,2400.202,800.022,5300.983,10603.934,4100.588,58419.204,1397038,1818293,142406.26,616626.86,1700.101,14807.67,0,0,0
GCB 1AHT ol6,103193,1700.101,14856045,40758.06,1979681.4,2100.154,1700.101,5300.983,10203.643,1700.101,56511.554,1370972.7,1959571.2,161103.31,652362.69,300.003,11204.392,100,200.001,200.001
GCB 1AHT ol6,103583,1000.035,14632545,41660.658,1957972.6,4200.618,1300.059,6501.479,10704.009,1400.069,54202.633,1293635.1,1844109.3,130089.63,667854.46,700.017,13906.766,300.003,0,0
GCB 1AHT ol6,103973,600.013,14856045,36145.67,2017344.9,3400.405,1400.069,5901.219,9403.094,2100.154,59423.333,1397038,1839237.1,156148.75,660420.55,1500.079,13005.918,200.001,0,0
GCB 1AHT ol6,104363,1300.059,15079545,40256.641,1997986.4,3500.429,300.003,3700.479,7902.185,3700.479,61331.372,1397038,1804044.9,139578.56,634379.35,1100.042,13906.766,200.001,0,300.003
GCB 1AHT ol6,104752,1400.069,14632545,40958.632,1962768.7,1700.101,1000.035,5701.137,9803.363,1900.126,49585.908,1316925.7,1836065.3,145032.49,642009.11,1300.059,7602.022,100,0,700.017
GCB 1AHT ol6,105142,200.001,14409045,36245.924,1930139.2,4000.56,1200.05,3500.429,10103.572,2700.255,56009.583,1306314.7,1812072,135338.05,633856.91,1200.05,13606.477,100,0,0
